map_id,template_no,question,ground_truth,c_or_d,relative_region
11_1D,36,Name the West most state in the lowest range.,Tibet,d,N
11_1D,27,Which states in the north east region have a value similar to Fujian?,Jilin,d,N
11_1D,7,Is the legend discrete or continuous?,Discrete,d,N
11_1D,35,How many states in the East China Sea region have a value similar to Shanxi?,2,d,N
11_1D,37,Which state in the highest range borders at least 2 states from the same range?,Shandong,d,N
11_1D,42,"Yes/No: Hunan has a higher value than Qinghai, and also a similar value as Shandong",Yes,d,N
11_1D,16,What value range does Jilin fall in?,398.14 - 745.49,d,N
11_1D,41,Are the legends evenly spaced?,No,d,N
11_1D,1,How many distinct categories does the legend contain?,7,d,N
12_2D,43,"Rank the states Jilin, Beijing and Hebei in terms of the legend value.",Hebei > Jilin > Beijing,d,N
12_2D,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
12_2D,17,Count the states with the values in the highest range in the East China Sea region.,5,d,N
12_2D,40,Which pair of north east states belonging to the second highest range are the closest to each other?,Liaoning and Jilin,d,N
12_2D,35,How many states bordering India have a value similar to Beijing?,1,d,N
12_2D,27,Which states bordering Vietnam have a value similar to Shanghai?,,d,Y
12_2D,16,What value range does Ningxia fall in?,31.30 - 259.20,d,N
12_2D,12,What is the least value range in the South east region?,31.29 - 259.20,d,N
12_2D,7,Is the legend discrete or continuous?,Discrete,d,N
12_2D,23,How many states bordering Myanmar have a value higher than 259.20?,1,d,Y
13_4D,36,Name the North most state in the range 15.5 - 129.4.,Heilongjiang,d,N
13_4D,31,Yes or no: a majority of states bordering Beijing belong to range less than 8.60.,Yes,d,Y
13_4D,1,How many distinct categories does the legend contain?,5,d,N
13_4D,21,Yes or no: Xinjiang has the least value in region bordering India.,Yes,d,N
13_4D,7,Is the legend discrete or continuous?,Discrete,d,N
13_4D,12,What is the least value range in the south-east region?,-31.10 - 2.80,d,N
13_4D,16,What value range does Yunnan fall in?,15.50 - 129.40,d,N
13_4D,6,Yes or no: the map depicts absolute values.,Yes,d,N
13_4D,28,Which state bordering Vietnam has the same value as Hainan?,Guangxi,d,Y
13_4D,15,List the states in the East China Sea region with the highest values.,Zhejiang,d,N
14_7D,19,Yes or no: the value of Shandong is higher than Shanghai.,Yes,d,N
14_7D,1,How many distinct categories does the legend contain?,5,d,N
14_7D,31,Yes or no: a majority of states bordering India belong to the lowest range.,Yes,d,N
14_7D,28,Which states in South China sea region has the same value as Shandong?,Guangdong,d,N
14_7D,3,What is the overall range of the legend?,1043 - 74732.40,d,N
14_7D,26,Which states bordering India have a value higher than 16780.90?,,d,N
14_7D,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,d,N
14_7D,42,"Yes/No: Hainan has a lower value than state Shandong, and also have a higher value than state Tibet.",No,d,N
14_7D,33,Yes or no: Sichuan and Guizhou are a pair of bordering states with the highest difference.,Yes,d,Y
14_7D,16,What value range does Hainan fall in?,1042.99-10.710.25,d,N
16_0D,27,Which states bordering North Korea have a value similar to Shanghai?,,d,N
16_0D,5,Yes or no: the legend has multiple distinct colours.,Yes,d,N
16_0D,22,Yes or no: States bordering Xinjiang have lower values on average than states bordering Fujian.,Yes,d,Y
16_0D,9,Does state Hainan fall in the lowest range?,Yes,d,N
16_0D,21,Yes or no: state Tianjin has the least value in the East China Sea region.,Yes,d,N
16_0D,33,Yes or no: Shandong and Jiangsu are the pair of bordering states with the highest difference.,No,d,Y
16_0D,26,Which states bordering Yunnan have a value higher than 1187.5?,Sichuan,d,Y
16_0D,11,Which states bordering Vietnam belong to the lowest range?,,d,Y
16_0D,23,How many coastal states have a value higher than 1678.40?,4,d,N
16_0D,12,What is the highest value range in the south-east region?,1678.40 - 5068.50,d,N
17_4D,38,Yes or no: the value of Shandong is below the median value amongst states in coastal region.,No,d,N
17_4D,37,Which state borders only states from range 191.50 - 975.60?,Shanghai,d,N
17_4D,28,Which state in north east China has the same value as state Hunan?,,d,N
17_4D,21,Yes or no: Hainan has the least value in the south-east region.,Yes,d,N
17_4D,4,What value range does the second lightest shade represent?,33.10 - 42.90,d,N
17_4D,42,"Yes/No: Zhejiang has a higher value than Ningxia, and also have a similar value as Fujian.",Yes,d,N
17_4D,15,List the state bordering Mongolia with the lowest values.,Gansu,d,N
17_4D,40,Which pair of states belonging to the range 33.10 - 42.90 are the closest to each other?,Inner Mongolia and Shaanxi,d,N
17_4D,31,Yes or no: a majority of states in the north east China belong to the highest range.,No,d,N
17_4D,11,Which states bordering India belong to the lowest range?,Tibet,d,N
18_4D,33,Yes or no: Beijing and Tianjin are the pair of bordering states with the highest difference.,Yes,d,Y
18_4D,13,Which state has the highest value in the South China Sea region?,Guangdong,d,N
18_4D,32,Yes or no: Beijing is an outlier compared to other states in the northeast region.,Yes,d,N
18_4D,40,Which pair of states belonging to the range 18.20 - 26.10 are the farthest from each other?,Xinjiang and Hainan,d,N
18_4D,15,List the state bordering Russia with the lowest values.,Heilongjiang,d,N
18_4D,23,How many states bordering India have a value higher than 141.90?,0,d,N
18_4D,18,Yes or no: the value of Sichuan is higher than its neighbouring state Qinghai.,Yes,d,Y
18_4D,5,Yes or no: the legend has multiple distinct colours.,Yes,d,N
18_4D,3,What is the overall range of the legend?,2.49 - 203.70,d,N
18_4D,12,What is the highest value range in the North Korea border region?,26.10 - 46.40,d,N
19_3D,21,Yes or no: state Guangdong has the highest value in the South China sea region.,Yes,d,N
19_3D,18,Yes or no: the value of Shanghai is higher than its neighbouring state Zhejiang.,No,d,Y
19_3D,16,What value range does Qinghai fall in?,6.09 - 21.00,d,N
19_3D,22,Yes or no: States bordering East China sea have higher values on average than states bordering India.,Yes,d,N
19_3D,40,Which pair of states belonging to the lowest range are the closest to each other?,Tibet and Qinghai; Beijing and Tianjin,d,N
19_3D,4,What value range does the darkest shade represent?,6.09 - 21.0,d,N
19_3D,26,Which states bordering Shandong have a value higher than 49.8?,"Henan, Jiangsu, Anhui, Hebei",d,Y
19_3D,19,Yes or no: the value of Hebei is similar to the state Anhui.,No,d,N
19_3D,34,Yes or no: Guangdong is the South most state that has a higher value compared to all its neighbours.,Yes,d,Y
19_3D,42,"Yes/No: Zhejiang has a higher value than Guizhou, and a similar value as Hubei.",Yes,d,N
20_4D,1,How many distinct categories does the legend contain?,6,d,N
20_4D,3,What is the overall range of the legend?,122.99 - 47456.00,d,N
20_4D,9,Does Hainan fall in the lowest range?,Yes,d,N
20_4D,34,Yes or no: Xinjiang is the West most state that has a similar value compared to all its neighbours.,Yes,d,Y
20_4D,39,Yes or no: all states in the East China Sea region have values above 8130.00,No,d,N
20_4D,30,Does Shanghai have the same value as Zhejiang amongst the states in the East China Sea region.,No,d,N
20_4D,7,Is the legend discrete or continuous?,Discrete,d,N
20_4D,20,Name the South most state that belongs to a higher value range compared to all its neighbours.,Guangdong,d,Y
20_4D,16,What value range does Shandong fall in?,17470 - 47456,d,N
20_4D,6,Yes or no: the map depicts percentages.,No,d,N
21_1D,17,Count the states with the values in the range 12.50 - 20.10 in the East China Sea region.,2,d,N
21_1D,33,Yes or no: Xinjiang and Tibet are a pair of bordering states with the highest difference.,Yes,d,Y
21_1D,39,Yes or no: all states in the North-East region have values in the range 5.70 - 9.60.,No,d,N
21_1D,41,Are the legends evenly spaced?,No,d,N
21_1D,34,Yes or no: Xinjiang is the West-most state that has a higher value compared to all its neighbours.,Yes,d,Y
21_1D,9,Does Gansu fall in the range 5.70 - 9.60?,Yes,d,N
21_1D,31,Yes or no: a majority of states bordering North Korea belong to range greater than 5.70.,Yes,d,N
21_1D,6,Yes or no: the map depicts percentages.,No,d,N
21_1D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
21_1D,28,Which state in the South China Sea region has the same value as Tibet?,Hainan,d,N
22_0D,23,How many states in the East China Sea region have a value lower than 107.74?,0,d,N
22_0D,40,Which pair of states belonging to the range 234.24 - 288.32 are the closest to each other?,Sichuan and Chongqing,d,N
22_0D,28,Which state bordering Mongolia has the same value as Fujian?,,d,N
22_0D,26,Which coastal states have a value higher than 578.29?,"Guangdong, Shandong, Jinagsu, Zhejiang",d,N
22_0D,37,Which state borders only states from range 5.85 - 107.74?,Xinjiang,d,N
22_0D,17,Count the states with the values in the highest range in the East China Sea region.,3,d,N
22_0D,12,What is the highest value range in the region bordering North Korea?,288.32 - 578.29,d,N
22_0D,33,Yes or no: Tibet and Qinghai are the pair of bordering states with the highest difference.,No,d,Y
22_0D,4,What value range does the darkest shade represent?,5.84 - 107.74,d,N
22_0D,42,Yes/No: Jinagxi has a similar value as Guangxi and also Jilin.,Yes,d,N
22_8D,21,Yes or no: state Tibet has the least value in the Indian border region.,Yes,d,N
22_8D,17,Count the states with the values in the highest range in the region bordering Bhutan.,0,d,N
22_8D,27,Which states in the South China Sea region have a value higher than Liaoning?,Guangdong,d,N
22_8D,33,Yes or no: Qinghai and Sichuan are the pair of bordering states with the highest difference.,Yes,d,Y
22_8D,15,List the 3 states in the East China Sea region with the highest values.,"Shandong, Jiangsu, Zhejiang",d,N
22_8D,11,Which states bordering Russia belong to the highest range?,,d,N
22_8D,18,Yes or no: the value of Guizhou is similar to its neighbouring state Guangxi.,Yes,d,Y
22_8D,23,How many states in the East China sea region have a value higher than 58.09?,6,d,N
22_8D,20,Name the South-most state that belongs to a higher value range compared to all its neighbours.,Guangdong,d,Y
22_8D,3,What is the overall range of the legend?,58.09 - 3454.27,d,N
23_1D,18,Yes or no: the value of Sichuan is higher than its neighbouring state Yunnan.,Yes,d,Y
23_1D,16,What value range does Hainan fall in?,44.49 - 261.30,d,N
23_1D,33,Yes or no: Tibet and Sichuan are the pair of bordering states with the highest difference.,Yes,d,Y
23_1D,43,"Rank the states Guangxi, Hunan and Guangdong in terms of the legend value in the southeast region.",Guangdong > Hunan > Guangxi,d,N
23_1D,19,Yes or no: the value of Tibet is similar to Qinghai.,Yes,d,N
23_1D,1,How many distinct categories does the legend contain?,6,d,N
23_1D,5,Yes or no: the legend has multiple distinct colours.,Yes,d,N
23_1D,4,What value range does the lightest shade represent?,759.5 - 2110.9,d,N
23_1D,9,Does Hainan fall in the range 44.50 - 261.30?,Yes,d,N
23_1D,12,What is the least value range in the East China Sea region?,44.50 - 261.30,d,N
23_8D,28,Which state bordering Russia has the same value as Hainan?,Inner Mongolia,d,N
23_8D,43,"Rank the states Jilin, Liaoning and Tianjin in terms of the legend value in the northeast region.",Tianjin < Jilin < Liaoning,d,N
23_8D,36,Name the East-most state in the range 419.60 - 597.90.,Heilongjiang,d,N
23_8D,11,Which states bordereing India belong to range 32.50 - 301.50?,Tibet,d,N
23_8D,5,Yes or no: the legend has multiple distinct colours.,Yes,d,N
23_8D,12,What is the highest value range in the East China Sea region?,755.90 - 1973.30,d,N
23_8D,15,List the coastal states with the lowest values.,"Hainan, Tianjin",d,N
23_8D,26,Which states in the South China region have a value higher than 755.90?,Guangdong,d,N
23_8D,33,Yes or no: Henan and Anhui are the pair of bordering states with the highest difference.,Yes,d,Y
23_8D,6,Yes or no: the map depicts percentages.,No,d,N
1_3D,43,"Rank the states Jilin, Xinjiang and Zhejiang in terms of the legend value.",Zhejiang > Jilin > Xinjiang,d,N
1_3D,33,Yes or no: Beijing and Hebei are a pair of bordering states with the highest difference.,Yes,d,Y
1_3D,16,What value range does Hainan fall in?,12768.50 - 14384.00,d,N
1_3D,1,How many distinct categories does the legend contain?,5,d,N
1_3D,18,Yes or no: the value of Inner Mongolia is higher than its neighbouring state Gansu.,Yes,d,N
1_3D,27,Which states in the East China Sea region have a value similar to Ningxia?,"Shandong, Fujian",d,N
1_3D,35,How many states in the South China Sea region have a value similar to Beijing?,1,d,N
1_3D,21,Yes or no: Tibet has the highest value in south east region.,No,d,N
1_3D,30,Does Inner Mongolia have the same value as Liaoning amongst the states in the northeast region.,Yes,d,N
1_3D,34,Yes or no: Guangdong is the South-most state that has a higher value compared to all its neighbours.,Yes,d,Y
3_2D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
3_2D,43,"Rank the states Hainan, Fujian and Inner Mongolia in terms of the legend value.",Hainan < Fujian < Inner Mongolia,d,N
3_2D,28,Which state in the northeast region has the same value as Hainan?,,d,N
3_2D,20,Name the East-most state that belongs to a lower value range compared to all its neighbours.,Zhejiang,d,Y
3_2D,35,How many states in the East China Sea have a value similar to Zhejiang?,0,d,N
3_2D,23,How many states in the South China Sea have a value lower than 2.50?,2,d,N
3_2D,7,Is the legend discrete or continuous?,Discrete,d,N
3_2D,9,Does Fujian fall in range 1.30 - 2.50?,No,d,N
3_2D,22,Yes or no: States bordering India have higher values on average than states bordering Russia.,No,d,N
3_2D,36,Name the South-most state in the highest range.,Shanghai,d,N
6_0D,34,Yes or no: Guangdong is the South-most state that has a lower value compared to all its neighbours.,Yes,d,Y
6_0D,31,Yes or no: a majority of states bordering Zhejiang belong to range greater than 4.40.,Yes,d,Y
6_0D,9,Does Inner Mongolia fall in the range 11.90 - 55.20?,Yes,d,N
6_0D,22,Yes or no: States bordering South China Sea have higher values on average than states bordering India.,Yes,d,N
6_0D,18,Yes or no: the value of Tibet is similar to its neighbouring state Xinjiang.,Yes,d,Y
6_0D,21,Yes or no: Inner Mongolia has the highest value in region bordering Russia.,Yes,d,N
6_0D,41,Are the legends evenly spaced?,No,d,N
6_0D,1,How many distinct categories does the legend contain?,4,d,N
6_0D,32,Yes or no: Tianjin is an outlier compared to other states in the northeast region.,Yes,d,N
6_0D,7,Is the legend discrete or continuous?,Discrete,d,N
8_7D,9,Does Hainan fall in the highest range?,Yes,d,N
8_7D,20,Name the East-most state that belongs to a similar value range compared to all its neighbours.,Heilongjiang,d,Y
8_7D,41,Are the legends evenly spaced?,No,d,N
8_7D,32,Yes or no: Sichuan is an outlier compared to other states in south central region.,Yes,d,N
8_7D,31,Yes or no: a majority of states in the north east region belong to range 0.25 - 3.59.,Yes,d,N
8_7D,42,"Yes/No: Guangxi has a higher value than Sichuan, and also have a similar value as Tibet.",Yes,d,N
8_7D,30,Does Guangdong have the same value as Hunan amongst the states in the southeast region.,Yes,d,N
8_7D,15,List the states bordering Zhejiang with the highest values.,Fujian,d,Y
8_7D,18,Yes or no: the value of Hebei is similar to its neighbouring state Inner Mongolia.,No,d,N
8_7D,34,Yes or no: Heilongjiang is the East-most state that has a similar value compared to all its neighbours.,Yes,d,Y
11_8D,23,How many states in the northeast region have a value lower than 457.82?,2,d,N
11_8D,13,Which coastal state has the highest value?,"Guangdong, Shandong, Jiangsu",d,N
11_8D,1,How many distinct categories does the legend contain?,7,d,N
11_8D,15,List the state in the South China region with the highest value.,Guangdong,d,N
11_8D,41,Are the legends evenly spaced?,No,d,N
11_8D,16,What value range does Yunnan fall in?,972.54 - 1422.14,d,N
11_8D,43,"Rank the states Henan, Shanxi and Shaanxi in terms of the legend value.",Henan > Shanxi > Shaanxi,d,N
11_8D,27,Which states in the north east region have a value similar to Chingqing?,,d,N
11_8D,35,How many states bordering India have a value similar to Jilin?,1,d,N
11_8D,34,Yes or no: Guangdong is the South-most state that has a higher value compared to all its neighbours.,Yes,d,Y
13_0D,6,Yes or no: Tibet has the highest value in south east region.,No,d,N
13_0D,7,Is the legend discrete or continuous?,Discrete,d,N
13_0D,41,Are the legends evenly spaced?,No,d,N
13_0D,17,Count the coastal states with the values in range -12.60 - -4.40.,3,d,N
13_0D,15,List the 2 states in the northeast region with the lowest values.,"Heilongjiang, Jilin",d,N
13_0D,26,Which states in the South China region have a value higher than -4.40?,,d,N
13_0D,32,Yes or no: Gansu is an outlier compared to other states bordering Mongolia.,Yes,d,N
13_0D,21,Yes or no: Hainan has the highest value in the southeast region.,No,d,N
13_0D,16,What value range does Gansu fall in?,-4.40 - 4.40,d,N
13_0D,43,"Rank the states Zhejiang, Fujian and Jiangxi in terms of the legend value.",Jiangxi < Fujian < Zhejiang,d,N
17_0D,8,Which class has the largest range of values?,267.00 - 958.40,d,N
17_0D,11,Which states in the South China Sea region belong to the highest range?,"Guangdong, Fujian",d,N
17_0D,6,Yes or no: the map depicts absolute values.,Yes,d,N
17_0D,1,How many distinct categories does the legend contain?,7,d,N
17_0D,26,Which states bordering India have a value lower than 37.10?,Tibet,d,N
17_0D,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
17_0D,20,Name the North most state that belongs to a lower value range compared to all its neighbours.,Heilongjiang,d,Y
17_0D,22,Yes or no: States bordering Russia have lower values on average than states bordering Vietnam.,Yes,d,N
17_0D,40,Which pair of states belonging to the second lowest range are the closest to each other?,"Inner Mongolia, Shaanxi",d,N
17_0D,36,Name the South most state in the highest range.,Guangdong,d,N
20_8D,3,What is the overall range of the legend?,96.99 - 48708,d,N
20_8D,9,Does Beijing fall in the lowest range?,Yes,d,N
20_8D,33,Yes or no: Guangdong and Hunan are a pair of bordering states with the highest difference.,Yes,d,Y
20_8D,16,What value range does Sichuan fall in?,9469.00 - 16744.00,d,N
20_8D,11,Which states in the East China Sea region belong to the lowest range?,,d,N
20_8D,6,Yes or no: the map depicts percentages.,No,d,N
20_8D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,d,N
20_8D,39,Yes or no: all states bordering India have values in range 97 - 3686.,Yes,d,N
20_8D,20,Name the West most state that belongs to a similar value range compared to all its neighbours.,Xinjiang,d,Y
20_8D,37,Which state in the South China Sea region borders at least 2 states from the second hgihest range?,Guangdong,d,N
2_0C,6,Yes or no: the map depicts absolute values.,Yes,c,N
2_0C,18,Yes or no: the value of the state Tibet is higher than its neighbouring state Qinghai.,Yes,c,Y
2_0C,11,Which states in the South China sea region belong to range <0?,,c,N
2_0C,22,Yes or no: States bordering North Korea have higher values on average than states of South China sea region.,Yes,c,N
2_0C,26,Which states in the East China region have a value higher than 150?,,c,N
2_0C,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
2_0C,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
2_0C,20,Name the West-most state that belongs to a lower value range compared to all its neighbours.,Qinghai,c,Y
2_0C,34,Yes or no: Qinghai is the North most state that has a higher value compared to all its neighbours.,No,c,Y
2_0C,21,Yes or no: Jilin has the highest value in the northeast region.,Yes,c,N
4_4C,22,Yes or no: States of the southeast region have higher values on average than states bordering Mongolia.,Yes,c,N
4_4C,21,Yes or no: Tibet has the highest value in the India border region.,Yes,c,N
4_4C,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
4_4C,9,Does Hainan fall in the highest range?,No,c,N
4_4C,15,List the state bordering India with the highest values.,Tibet,c,N
4_4C,3,What is the overall range of the legend?,<-40 - 50,c,N
4_4C,40,Which pair of states belonging to the range -20 - 0 are the closest to each other?,Xinjiang and Gansu,c,N
4_4C,33,Yes or no: Inner Mongolia and Heilongjiang are the pair of bordering states with the highest difference.,Yes,c,N
4_4C,19,Yes or no: the value of Tibet is similar to Hainan.,No,c,N
4_4C,28,Which state in the southeast region has the most different value to Xinjiang?,Hunan,c,N
7_0C,6,Yes or no: the map depicts percentages.,No,c,N
7_0C,41,Are the legends evenly spaced?,Yes,c,N
7_0C,11,Does Hainan fall in the highest range?,No,c,N
7_0C,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
7_0C,23,How many states bordering India have a value lower than 0?,1,c,N
7_0C,32,Yes or no: Jiangsu is an outlier compared to other states in the East China Sea region.,Yes,c,N
7_0C,40,Which pair of states belonging to the lowest range are the closest to each other?,"Tibet, Qinghai",c,N
7_0C,35,How many states bordering Russia have a value similar to Tibet?,0,c,N
7_0C,15,List the states bordering Inner Mongolia with the highest values.,Liaoning,c,N
7_0C,37,Which state in north east region does not border any states from range 40-50?,Heilongjiang,c,N
9_7C,21,Yes or no: Guangdong has the least value in the South China Sea region.,Yes,c,N
9_7C,27,Which states in the East China Sea region have a value similar to Xinjiang?,,c,N
9_7C,33,Yes or no: Inner Mongolia and Liaoning are the pair of bordering states with the highest difference.,No,c,N
9_7C,6,Yes or no: the map depicts absolute values.,Yes,c,N
9_7C,7,Is the legend continuous or discrete?,Continuous,c,N
9_7C,3,What is the overall range of the legend?,<7 - >16,c,N
9_7C,28,Which state bordering Guangxi has the same value as Zhejiang?,Guangdong,c,Y
9_7C,23,How many states bordering Mongolia have a value lower than 12?,2,c,N
9_7C,5,Yes or no: the legend has multiple distinct colours?,No,c,N
9_7C,30,Does Jilin have the same value as Liaoning amongst the states in the northeast region.,No,c,N
18_5C,26,Which states bordering Russia have a value higher than 120?,,c,N
18_5C,40,Which pair of states in the region bordering East China Sea belonging to the range 120 - 140 are the closest to each other?,"Jiangsu, Zhejiang",c,N
18_5C,15,List the 2 coastal states with the highest values.,"Guangdond, Shanghai",c,N
18_5C,11,Which states in the East China Sea region belong to range 60-80?,,c,N
18_5C,30,Does Tibet have the same value as Xinjiang amongst the states bordering India.,No,c,N
18_5C,39,Yes or no: all states in the northeast region have values in range 20-40.,Yes,c,N
18_5C,12,What is the highest value range in the southeast region?,>140,c,N
18_5C,3,What is the overall range of the legend?,<20 - >140,c,N
18_5C,21,Yes or no: Guangdong has the highest value in the south east region.,Yes,c,N
18_5C,7,Is the legend discrete or continuous?,Continuous,c,N
16_5C,9,Does the value of Guangdong fall in range >2500?,Yes,c,N
16_5C,13,Which state has the highest value in the southeast region?,Guangdong,c,N
16_5C,30,List the 2 coastal states with the highest values.,"Guangdong, Jiangsu",c,N
16_5C,11,Which states bordering Russia belong to the range >2500?,,c,N
16_5C,31,Yes or no: a majority of states bordering Guangdong belong to the range less than 1000.,Yes,c,Y
16_5C,9,Does Jiangsu fall in the range <500?,No,c,N
16_5C,33,Yes or no: Guangdou and Guangxi are the pair of bordering states with the highest difference.,Yes,c,Y
16_5C,7,Is the legend discrete or continuous?,Continuous,c,N
16_5C,21,Yes or no: Hainan has the least value in the South China Sea region.,Yes,c,N
16_5C,39,Yes or no: all states in the South China Sea region have values below 500.,No,c,N
21_0C,27,Which states in the northeast region have a value similar to Gaungxi?,"Heilongjiang, Liaoning",c,N
21_0C,42,"Yes/No: Tibet has a lower value than Inner Mongolia, and also have a higher value than Xinjiang.",No,c,N
21_0C,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
21_0C,20,Name the North most state that belongs to a higher value range compared to all its neighbours.,Inner Mongolia,c,Y
21_0C,15,List the state bordering Russia with the second highest range values.,,c,N
21_0C,11,Which states in the South China sea belong to the highest range?,,c,N
21_0C,40,Which pair of states belonging to the range -20 - -10 are the closest to each other?,"Tibet, Qinghai",c,N
21_0C,43,"Rank the states Guangdong, Tibet and Qinghai in terms of the legend value.",Guangdong > Qinghai > Tibet,c,N
21_0C,41,Are the legends evenly spaced?,Yes,c,N
21_0C,32,Yes or no: Tibet is an outlier compared to other states in western region.,Yes,c,N
23_8C,7,Is the legend discrete or continuous?,Continuous,c,N
23_8C,20,Name the South most state that belongs to a higher value range compared to all its neighbours.,Guangdong,c,Y
23_8C,31,Yes or no: a majority of states bordering Russia belong to range less than 500.,Yes,c,N
23_8C,33,Yes or no: Tibet and Xinjiang are the pair of bordering states with the highest difference.,No,c,Y
23_8C,32,Yes or no: Inner Mongolia is an outlier compared to other states in the south east region.,No,c,N
23_8C,17,Count the states with the values in the range >1500 in the north east region.,0,c,N
23_8C,11,Which states bordering India belong to range <250?,Tibet and Xinjiang,c,Y
23_8C,12,What is the highest value range in the East China Sea region?,1500 - 1750,c,N
23_8C,3,What is the overall range of the legend?,<0 - >1500,c,N
23_8C,18,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
6_0C,6,Yes or no: the map depicts percentages.,No,c,N
6_0C,41,Are the legends evenly spaced?,Yes,c,N
6_0C,3,What is the overall range of the legend?,<-10 - >50,c,N
6_0C,7,Is the legend discrete or continuous?,Continuous,c,N
6_0C,40,Which pair of states belonging to the lowest range are the closest to each other?,"Tibet, Qinghai",c,N
6_0C,35,How many states bordering Russia have a value similar to Tibet?,0,c,Y
6_0C,30,Does Qinghai have the same value as Jilin?,No,c,N
6_0C,4,What value range does the darkest shade represent?,>50,c,N
6_0C,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
6_0C,5,Yes or no: the legend has different shades of the same colour?,No,c,N
13_4C,23,How many states bordering Russia have a value higher than 100?,0,c,Y
13_4C,11,Which state bordering North Korea belong to range 100 - 120?,,c,Y
13_4C,19,Yes or no: the value of Guangdong is higher than Jilin.,No,c,N
13_4C,3,What is the overall range of the legend?,-40 - >120,c,N
13_4C,35,How many states bordering India have a value lower than Fujian?,1,c,Y
13_4C,36,Name the South most state with values in range >120.,Tibet,c,N
13_4C,30,Does Jilin have the same value as Beijing amongst the states in the north east region.,No,c,N
13_4C,5,Yes or no: the legend has different shades of the same colour.,Yes,c,N
13_4C,28,Which state bordering South China Sea has the closest value to Xinjiang?,Hainan,c,Y
13_4C,34,Yes or no: Heilongjiang is the North most state that has a higher value compared to all its neighbours.,No,c,Y
2_0D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
2_0D,30,Does Hunan have the same value as Guangxi amongst the states in northeast region.,No,d,N
2_0D,22,Yes or no: Coastal states have higher values on average than inland states.,Yes,d,N
2_0D,6,Yes or no: the map depicts percentages.,No,d,N
2_0D,36,Name the South-most state in the lowest range.,Hainan,d,N
2_0D,12,What is the least value range in the north-east region?,-6.10 - 10.90,d,N
2_0D,34,Yes or no: Ningxia is the North most state that has a higher value compared to all its neighbours.,No,d,Y
2_0D,16,What value range does Yunnan fall in?,48.50 - 52.30,d,N
2_0D,39,Yes or no: all states in the south east region have values above 48.50.,No,d,N
2_0D,16,What value range does Hainan fall in?,-6.10 - 10.90,d,N
18_0D,32,Yes or no: Heilongjiang is an outlier compared to other states in the northeast region.,Yes,d,N
18_0D,4,What value range does the darkest shade represent?,7.19 - 26.1,d,N
18_0D,41,Are the legends evenly spaced?,No,d,N
18_0D,12,What is the highest value range in the north-east region?,151.60 - 525,d,N
18_0D,37,Which state in the lowest range borders at least 2 states from range 26.10 - 48.30?,"Tibet, Gansu",d,N
18_0D,43,"Rank the states Tibet, Xinjiang and Guangdong in terms of the legend value.",Tibet < Xinjiang < Guangdong,d,N
18_0D,5,Yes or no: the legend has multiple distinct colours?,No,d,N
18_0D,1,How many distinct categories does the legend contain?,6,d,N
18_0D,21,Yes or no: Xinjiang has the least value in region bordering India.,Yes,d,N
18_0D,7,Is the legend discrete or continuous?,Discrete,d,N
23_4D,42,"Yes/No: Qinghai has a lower value than Gansu, and also has a higher value than Sichuan",No,,N
23_4D,2,Yes or no: in the legend the colour darkness is inversely proportional to the value.,Yes,,N
23_4D,12,What is the lowest value range in the north-east region?,301.5 - 419.6,,N
23_4D,29,Which range has the highest number of states?,32.49 - 301.5,,N
23_4D,20,Name the east-most state that belongs to a lower value range compared to all its neighbours.,Tianjin,,Y
23_4D,33,Yes or no: Tibet and Xinjiang are the pair of bordering states with the highest difference.,No,,Y
23_4D,21,Yes or no: Hainan has the highest value in the region bordering South China Sea,No,,Y
23_4D,19,Yes or no: the value of the Yunnan is lower than Sichuan,Yes,,N
23_4D,17,Count the states with the values in range 36.89 - 272.4 along Mongolia border,2,,N
23_4D,1,How many distinct categories does the legend contain?,6,,N
22_6D,3,What is the overall range of the legend?,2.93 - 2142.7,,N
22_6D,24,Yes or no: the median state range in the region along Mongolia's boder is 2.93 - 178.72,No,,N
22_6D,27,Which states in the region bordering Vietnam have a value lower than state Guangxi?,Yunnan,,Y
22_6D,13,Which state has the highest value in the region around the capital?,Heibei,,N
22_6D,25,What is the median range of the states in the region bordering Tibet?,351.74 - 518.81,,Y
22_6D,23,How many states in region bordering Xinjiang have a value higher than 518.81?,0,,Y
22_6D,41,Are the legends evenly spaced?,No,,N
22_6D,39,Yes or no: all states in region bordering Laos have values above 811.4?,No,,Y
