map_id,template_no,question,ground_truth,c_or_d,relative_region
19,36,Which is the Northern most state with a value in the highest range?,New York,d,N
19,21,Yes or no: Idaho has higher value than Iowa.,No,d,N
19,16,What value range does state California fall in?,"12,491,200-38,441,400",d,N
19,15,Which state on the west coast has the lowest value?,Oregon,d,N
19,41,Are there significant gaps between certain ranges the legend?,Yes,d,N
19,43,"Rank the states California, Arizona, and New Mexico in terms of the legend value in the Mexico Border region?",New Mexico < Arizona < Texas,d,Y
1950,30,Does Florida have the most different value than Maine amongst the eastern coast states.,Yes,d,N
1950,32,Yes or no: Florida is an outlier compared to other states bordering Atlantic ocean.,Yes,d,Y
1950,18,Yes or no: the value of California is similar to its neighbouring state Nevada.,Yes,d,N
1950,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
1950,6,Yes or no: the map depicts absolute values.,No,d,N
1950,3,What is the overall range of the legend?,0-4,d,N
1950,16,What value range does Washington fall in?,2-4,d,N
1950,8,Which class has the largest range of values?,2-4,d,N
1950,15,List the states bordering Lake Superior with the highest value.,,d,N
1950,34,Yes or no: Maine is the northern-most state that has a similar value compared to all its neighbours.,Yes,d,Y
2453,7,Is the legend discrete or continuous?,Discrete,d,N
2453,22,Yes or no: States on Canada border have higher values on average than states on the east coast.,No,d,N
2453,12,What is the least value range along the Canada border?,55.1-60.3%,d,N
2453,26,Which states along the Mexico border have a value lower than Washington?,"Arizona, New Mexico, and Texas",d,N
2453,35,How many states bordering Missouri have a value similar to Connecticut?,3,d,Y
2453,4,What value range does the second lightest shade represent?,55.1-60.3%,d,N
2453,28,Which state on the west coast has the same value as South Carolina?,California,d,N
2453,40,Which pair of states belonging to the lowest range are the closest to each other?,"Arizona, New Mexico, and Texas",d,N
2453,36,Name the western most state in the highest range.,Utah,d,N
2453,11,Which states along the Canada border belong to range 55.1-60.3%?,"Idaho, Montana, Maine",d,N
2453,43,"Rank the states Utah, Nevada, and Colorado in terms of the legend value in the Mountain States region?",Nevada < Colorado < Utah,d,
1220,37,Which states bordering Lake Superior have missing data?,,d,N
1220,20,Name the northern most state that belongs to a higher range compared to all its neighbours.,New York,d,Y
1220,33,Yes or no: Utah and Arizona are the pair of bordering states with the highest difference.,No,d,Y
1220,41,Are the legends evenly spaced?,No,d,N
1220,31,Yes or no: All the states bordering Montana belong to the same range.,Yes,d,Y
1220,27,Which state bordering the Great Lakes have a value similar to Texas?,New York,d,N
1220,7,Is the legend discrete or continuous?,Discrete,d,N
1220,19,Yes or no: the value of Nevada is similar to Washington.,No,d,N
1220,1,How many distinct categories does the legend contain?,4,d,N
1220,9,Does New York fall in range 4037892-12298138?,Yes,d,N
1220,43,"Rank the states Arizona, New Mexico, and Texas in terms of the legend value in the Southwest region?",New Mexico < Arizona < Texas,d,Y
957,7,Is the legend discrete or continuous?,Continuous,c,N
957,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
957,39,Yes or no: all states bordering North Carolina have values in the same range.,No,c,Y
957,42,Yes/No: Connecticut has a higher value than Idaho and also have a similar value as Oklahoma.,No,c,N
957,21,Yes or no: Florida has the highest value on the east coast.,No,c,N
957,15,List the states along the Mexico border in the highest value range.,,c,N
957,28,Which state in the west coast region has the same value to state Illinois?,"California, Washington",c,N
957,41,Are the legends evenly spaced ?,Yes,c,N
957,15,List the west coast states with the lowest values.,"California, Washington",c,N
957,33,Yes or no: Virginia and Maryland are a pair of bordering states with the same value.,Yes,c,Y
957,43,"Rank the states Illinois, Indiana, and Iowa in terms of the legend value in the Midwest region?",Iowa < Indiana < Illinois,c,Y
2024,4,What value range does the darkest shade represent?,10.6-12.5%,d,N
2024,35,How many states bordering Canada have a value lower than New Mexico?,6,d,N
2024,7,Is the legend discrete or continuous?,Discrete,d,N
2024,8,Which class has the largest range of values?,4-9.2%,d,N
2024,16,What value range does New Hampshire fall in?,10.6-12.5%,d,N
2024,21,Yes or no: New Mexico has the highest value along the Mexico border.,Yes,d,N
2024,11,Which states bordering New York belong to range 10.6-12.5%?,,d,Y
2024,20,Name the eastern-most state that belongs to a higher value range compared to all its neighbours.,New Hampshire,d,Y
2024,3,What is the overall range of the legend?,4-12.5%,d,N
2024,9,Does Texas fall in the range 9.4-10.5%?,Yes,d,N
2024,43,"Rank the states Kansas, Nebraska, and Oklahoma in terms of the legend value in the Great Plains region?",Kansas = Nebraska < Oklahoma,d,Y
584,21,Yes or no: Oklahoma has higher value as Maine.,Yes,d,N
584,32,Yes or no: New Hampshire is an outlier compared to other states in the northeast region.,Yes,d,N
584,22,Yes or no: States bordering Atlantic Ocean have higher values on average than states bordering Pacific ocean.,Yes,d,Y
584,41,Are the legends evenly spaced?,No,d,N
584,34,Yes or no: South Carolina is the eastern-most state that has a similar value compared to all its neighbours.,Yes,d,Y
584,31,Yes or no: All the states bordering Mississippi belong to range 355-425.,Yes,d,Y
584,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
584,30,Does Maine have the same value as New York amongst the states in the north-east region.,No,d,N
584,39,Yes or no: all states in northeast region have values above 300.,No,d,N
584,5,Yes or no: the legend has different shades of the same colour?,No,d,N
488,7,Is the legend discrete or continuous?,Discrete,d,N
488,28,Which states bordering North Dakota has the same value as North Carolina?,"Montana, South Dakota, Minnesota",d,Y
488,19,Yes or no: the value of North Dakota is higher than Alabama.,No,d,N
488,6,Yes or no: the map depicts percentages.,No,d,N
488,12,What is the highest value range in the northeast region?,27-34,d,N
488,26,Which states bordering Mexico have a value lower than Michigan?,"Arizaon, California",d,N
488,1,How many distinct categories does the legend contain?,4,d,N
488,42,Yes/No: South Carolina has a similar value as Idaho and also have a similar value as New Mexico.,No,d,N
488,18,Yes or no: the value of North Carolina is similar to its neighbouring state South Carolina.,Yes,d,N
488,36,Name the western most state in the range 44-57.,Utah,d,N
488,43,"Rank the states Idaho, Montana, and Utah in terms of the legend value in the Canada Border region?",Montana < Idaho < Utah,d,Y
11349,15,Which states bordering Lake Michigan have the highest value?,"Wicsonsin, Michingan, Illinois",d,N
11349,33,Yes or no: California and Oregon are the pair of bordering states with the highest difference.,No,d,Y
11349,32,Yes or no: Georgia is an outlier compared to other states in the east coast region.,No,d,N
11349,1,How many distinct categories does the legend contain?,3,d,N
11349,28,Which state along the Mexico border has the same value as Idaho?,Texas,d,N
11349,37,Which states have missing data?,,d,N
11349,26,Which states in the west coast region have a value in the range 21.1-35.8%?,Oregon,d,N
11349,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,d,N
11349,6,Yes or no: the map depicts percentages.,Yes,d,N
11349,4,What value range does the lightest shade represent?,38.2-42.4%,d,N
1136,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
1136,15,Which state along the Canada border has the least value?,Alaska,d,N
1136,7,Is the legend discrete or continuous?,Discrete,d,N
1136,4,What value range does the lightest shade represent?,0%,d,N
1136,3,What is the overall range of the legend?,0-100%,d,N
1136,7,Is the legend discrete or continuous?,Discrete,d,N
1136,16,What value range does state New York fall in?,94-100%,d,N
1136,39,Yes or no: all states along the Canada border have values in the same range.,No,d,N
1136,36,Name the West-most state in the range 42-93%.,Utah,d,N
1136,32,Yes or no: North Dakota is an outlier compared to other states bordering Canada.,Yes,d,N
109,39,Yes or no: all states bordering Alabama have values 7-15.6% .,No,d,Y
109,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
109,3,What is the overall range of the legend?,7-34.2%,d,N
109,41,Are the legends evenly spaced?,No,d,N
109,9,Does New York state fall in the range 29.1-34.2%?,No,d,N
109,4,What value range does the darkest shade represent?,29.1-34.2%,d,N
109,20,Name the Southern-most state that belongs to a similar value range compared to all its neighbours.,South Carolina,d,Y
109,42,Yes/No: North Carolina has a similar value as Michigan and also have a similar value than state California.,No,d,N
109,1,How many distinct categories does the legend contain?,5,d,N
109,35,How many states bordering Wyoming have a value higher than state Massachusetts?,,d,Y
109,43,"Rank the states Minnesota, Wisconsin, and Michigan in terms of the legend value in the Great Lakes region?",Michigan < Wisconsin < Minnesota,d,Y
3689,7,Is the legend discrete or continuous?,Discrete,d,N
3689,33,Yes or no: California and Nevada are a pair of bordering states with the highest difference.,Yes,d,Y
3689,12,What is the second highest value range in the legend?,1342089-1948189,d,N
3689,7,Is the legend discrete or continuous?,Discrete,d,N
3689,23,How many states bordering Lake Superior have missing data?,,d,N
3689,27,Which states on the western coast have a value similar than state North Carolina?,,d,N
3689,26,Which states along the Canada border have a value similar to Florida?,New York,d,N
3689,21,Yes or no: state New Mexico has the least value among states bordering Mexico.,Yes,d,N
3689,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
3689,16,What value range does state West Virginia fall in?,38046-507934,d,N
3689,43,"Rank the states Tennessee, Kentucky, and Arkansas in terms of the legend value in the Mid-South region?",Arkansas < Kentucky < Tennessee,d,Y
2769,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,d,N
2769,15,Which state on the East Coast has the highest value?,"Massachusetts, Rhode Island, New York, New Jersey",d,N
2769,21,Yes or no: New York has the same value as Florida.,No,d,N
2769,17,Count the states with the values in range 3%-7% in the east coast.,4,d,N
2769,30,Does state Missouri have the same value to state Utah.,Yes,d,N
2769,32,Yes or no: state Maine is an outlier compared to other states in the north-east region.,No,d,N
2769,19,Yes or no: the value of the state Florida is higher to state Idaho.,Yes,d,N
2769,6,Yes or no: the map depicts percentages.,Yes,d,N
2769,36,Name the Southern most state in the range 3-7%.,Florida,d,N
2769,29,Which range has the highest number of states?,0-2%,d,N
9071,15,Which state on the Canada border has the highest value?,Washington,d,N
9071,9,Does New York fall in range above 30?,Yes,d,N
9071,18,Yes or no: the value of the state Massachusetts is similar to its neighbouring state Connecticut.,Yes,d,N
9071,31,Yes or no: a majority of states bodering Canada belong to the highest range.,No,d,N
9071,34,Yes or no: North Carolina is the Eastern most state that has a higher value compared to all its neighbours.,No,d,Y
9071,13,Which state has the highest value in the west coast region?,California,d,N
9071,18,Yes or no: the value of the state New York is higher than its neighbouring state Pennsylvania.,Yes,d,N
9071,40,Which pair of states belonging to the range 75-207 are the closest to each other?,"New York, New Jersey",d,N
9071,30,Does Texas have the same value as New Mexico amongst the states along the Mexico border.,No,d,N
9071,19,Yes or no: the value of Illinois is the same as Indiana.,No,d,N
8083,22,Yes or no: States bordering lake Superior have a higher value on average than states bordering Mexico.,No,d,N
8083,28,Which state in the west coast region has the same value as state Illinois?,,d,N
8083,4,What value range does the second lightest shade represent?,1816358-3613005,d,N
8083,21,Yes or no: Nebraska has the highest value in the northern region.,No,d,N
8083,34,Yes or no: Maine is the Northern-most state that has a lower value compared to all its neighbours.,No,d,Y
8083,32,Yes or no: North Carolina is an outlier compared to other states in its neighbouring region.,No,d,N
8083,37,Which states have missing data?,,d,N
8083,27,Which states neighbouring New Mexico have a value lower than New York?,"Arizona, Colorado, Oklahoma",d,N
8083,2,Yes or no: in the legend the colour darkness inversely proportional to the value.,No,d,N
8083,15,List the southern most state with the lowest value.,Mississippi,d,N
8083,43,"Rank the states Georgia, Alabama, and Mississippi in terms of the legend value in the South region?",Mississippi < Alabama < Georgia,d,Y
10121,18,Yes or no: the value of the state Pennsylvania is lower than its neighbouring state New York.,Yes,d,N
10121,7,Is the legend discrete or continuous?,Discrete,d,N
10121,12,What is the second least value range in the west coast region?,161-390,d,N
10121,9,Does state Montana fall in the same range as Maine?,Yes,d,N
10121,19,Yes or no: the value of the state Maine is higher to state Louisiana.,No,d,N
10121,37,Which state in the north-east region borders at least two states from the highest range?,Pennsylvania,d,Y
10121,20,Name the western-most state that belongs to a similar value range compared to atleast 2 of its neighbours.,Nevada,d,Y
10121,41,Are the legends evenly spaced ?,No,d,N
10121,18,Yes or no: the range of Utah is lower than its neighbouring state Arizona.,No,d,N
10121,39,Yes or no: all states bordering Florida have values in the same range.,No,d,Y
11274,18,Yes or no: the value of the state Oklahoma is same as its neighbouring state Arkansas.,Yes,d,N
11274,9,"Does state Michigan come under the value 54,700 - 1,20,300?",Yes,d,N
11274,7,Is the legend discrete or continuous?,Discrete,d,N
11274,13,Which state has the second highest value in the west coast region?,Washington,d,N
11274,3,What is the overall range of the legend?,3900 - 809600,d,N
11274,11,"Which states along the Mexico border belong to range 249,100 - 809,600?","California, Texas",d,N
11274,33,Yes or no: North Dakota and South Dakota are the pair of bordering states with the highest difference.,No,d,Y
11274,42,Yes/No: Illinois has a similar value as Texas and both also have a higher value than Nevada.,No,d,N
11274,35,How many states bordering Canada have a value similar to Texas?,1,d,N
11274,37,Which states have missing data?,,d,N
8391,9,Does New York fall in range 1.2-1.4 M?,No,c,N
8391,3,What is the overall range of the legend?,0.2M - 1.6M,c,N
8391,6,Yes or no: the map depicts absolute values.,Yes,c,N
8391,19,Yes or no: the value of Nevada is greater than Washington.,No,c,N
8391,36,Name easternmost state with a value > 1M.,Florida,c,N
8391,28,Which state has the same value as Florida?,,c,N
8391,7,Is the legend discrete or continuous?,Continuous,c,N
8391,20,Name the northern most state that belongs to a higher range compared to all its neighbours.,New York,c,Y
8391,27,Which state bordering Lake Huron have a value higher than New York?,,c,N
8391,11,Which states along the Canada border belong to range 1.2-1.4M?,,c,N
8391,26,Which states along the Mexico border have a value higher than Washington?,"Californa, Texas",c,N
17382,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
17382,37,Which states have missing data?,,d,N
17382,16,What value range does state North Dakota fall in?,1696-9561,d,N
17382,4,What value range does the second lightest shade represent?,"10,266-21,935",d,N
17382,33,Yes or no: New York and Connecticut are a pair of bordering states with the highest difference in range value.,Yes,d,Y
17382,32,Yes or no: California is an outlier compared to other states bordering Pacific ocean.,Yes,d,Y
17382,39,Yes or no: all states bordering North Carolina have values in the same range.,Yes,d,Y
17382,34,Yes or no: Maine is the northern-most state that has a similar value compared to all its neighbours.,Yes,d,Y
17382,26,Which states along the Mexico border have a value lower than Washington?,New Mexico,d,N
17382,18,Yes or no: the value of California is similar to its neighbouring state Nevada.,No,d,N
17382,43,"Rank the states California, Florida, and Texas in terms of the legend value in the Sun Belt region?",California = Florida = Texas,d,Y
11719,15,Which states bordering Lake Michigan have the highest value?,Indiana,d,N
11719,7,Is the legend discrete or continuous?,Discrete,d,N
11719,16,What value range does state Florida fall in?,1.6-2.3%,d,N
11719,22,Yes or no: States on west coast have higher values on average than states on the east coast.,No,d,N
11719,30,Does Florida have the most different value than Maine amongst the eastern coast states.,No,d,N
11719,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,d,N
11719,40,Which pair of states belonging to the highest range are the closest to each other?,"Virginia, North Carolina",d,N
11719,35,How many states bordering Missouri have a value similar to Connecticut?,2,d,Y
11719,12,What is the least value range along the Canada border?,0.4-0.9%,d,N
11719,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
12175,21,Yes or no: New York has the highest value in the northeastern region.,Yes,d,N
12175,7,Is the legend discrete or continuous?,Discrete,d,N
12175,22,Yes or no: States bordering lake Superior have a higher value on average than states bordering Mexico.,No,d,N
12175,11,Which state has the highest value along the Canada border,New York,d,N
12175,20,Name the westernmost state that has a higher value than all its neighbours.,California,d,
12175,27,Which states neighbouring New Mexico have a value lower than New York?,"Colorado, Oklahoma",d,N
12175,35,How many states bordering Canada have a value similar to Texas?,1,d,N
12175,32,Yes or no: North Carolina is an outlier compared to other states in its neighbouring region.,No,d,N
12175,33,Yes or no: North Dakota and South Dakota are the pair of bordering states with the highest difference.,No,d,Y
12175,18,Yes or no: the value of the state Utah is lower than its neighbouring state Arizona.,Yes,d,N
12175,16,What value range does state Mississippi fall in?,219-522,d,N
12788,7,Is the legend discrete or continuous?,Discrete,d,N
12788,21,Yes or no: Rhode Island has the same value as Utah.,No,d,N
12788,35,How many states along the Canada border have value similar to Arizona,3,d,N
12788,37,Which is the westernmost state that borders at least two states from the highest range?,Nevada,d,
12788,5,Yes or no: the legend has multiple distinct colours?,No,d,N
12788,40,Which pair of states belonging to the highest range are the closest to each other along the Mexico border?,"California, Texas",d,N
12788,6,Yes or no: the map depicts percentages.,Yes,d,N
12788,3,What is the overall range of the legend?,10.9-35.3%,d,N
12788,31,Yes or no: a majority of states bordering Mexico have values greater than North Dakota.,Yes,d,N
12788,34,Yes or no: Maine is the Northern-most state that has a lower value compared to all its neighbours.,No,d,Y
12788,4,What value range does the second lightest shade represent?,15.9-21%,d,N
1267,15,List the states in the east coast with highest values,New York and Florida,c,N
1267,11,Which states on the West coast have a vlue lower than 0.5 million?,Oregon,c,
1267,26,Which states bordering Canada have a value higher than California?,,c,N
1267,2,Yes or no: in the legend the colour darkness inversely proportional to the value.,No,c,N
1267,19,Yes or no: the value of the state Maine is higher to state Louisiana.,No,c,N
1267,37,Which states have missing data?,,c,N
1267,28,Which state in the east coast region has value similar to Florida?,New York,c,N
1267,7,Is the legend discrete or continuous?,Continuous,c,N
1267,13,Which state has the highest value in the west coast region?,California,c,N
1267,9,Does state Montana fall in the same legend marking range as Maine?,Yes,c,N
1267,42,Yes/No: Illinois has a similar value as Texas and also have a higher value than Nevada.,No,c,N
1267,43,"Rank the states Washington, Oregon, and Idaho in terms of the legend value in the Pacific Northwest region?",Idaho < Oregon < Washington,c,Y
14598,30,Does Florida have the same value to Georgia amongst the states in the south-east region.,No,d,N
14598,12,What is least value range in the West coast?,308-444,d,
14598,39,Yes or no: all states bordering Florida have values in the same range.,No,d,Y
14598,19,Yes or no: the value of New York is similar to New Jersey.,Yes,d,N
14598,18,Yes or no: the value of Iowa is higher than its neighbouring state Illinois.,Yes,d,N
14598,30,Does New York have the same range value as North Dakota?,Yes,d,N
14598,4,What value range does the darkest shade represent?,564-862,d,N
14598,1,How many distinct categories does the legend contain?,4,d,N
14598,36,Name the northern most state in the highest range.,North Dakota,d,N
14598,15,List the southern most state with the value in lowest range.,Texas,d,N
15061,35,How many states along the west coast have a value higher than New York?,2,d,N
15061,7,Is the legend discrete or continuous?,Discrete,d,N
15061,5,Yes or no: the legend has different shades of the same colour?,No,d,N
15061,37,Which state in the range 44000-130400 doesn't border any states from 9000-17900?,,d,N
15061,3,What is the overall range of the legend?,1700-130400,d,N
15061,16,What value range does Florida fall in?,"23,300",d,N
15061,20,Name the southernmost state that belongs to a similar range as all its neighbours.,Ohio,d,Y
15061,26,Which states bordering Canada have a value lower than 8200?,"Minnesota, New York",d,N
15061,11,Which states bordering Arizona belong to range 1700-8200?,Colorado,d,Y
15061,4,What value range does the darkest shade represent?,1700-8200,d,N
20584,33,Yes or no: California and Nevada are the pair of bordering states with the highest difference.,Yes,c,Y
20584,40,Which pair of state with values above 8M are closest to one another?,"Florida, Texas",c,
20584,39,Yes or no: all states bordering Maine have values in range 0-2M.,Yes,c,Y
20584,31,Yes or no: a majority of states bordering Canada belong to range less than 6M.,Yes,c,N
20584,42,Yes/No: Texas has a higher value than Florida and also a lower value than California.,Yes,c,N
20584,16,What value range (legend markings wise) does Texas fall in?,10-12M,c,N
20584,21,Yes or no: New York has the highest value in the Canada border region.,Yes,c,N
20584,9,Does Montana fall in range 0-2M?,Yes,c,N
20584,13,Which state has the least value on the west coast?,Oregon,c,N
20584,7,Is the legend discrete or continuous?,Continuous,c,N
13555,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,c,N
13555,34,Yes or no: New York is the northern most state with value > 1M that has a higher value compared to all its neighbours.,Yes,c,Y
13555,12,What is the highest value range in the east coast region?,2.5-3M,c,N
13555,3,What is the overall range of the legend?,0-4M,c,N
13555,36,Name the western-most state in the range 3.5-4M.,California,c,N
13555,27,Which states bordering California have a value higher than Texas?,,c,Y
13555,15,List the 1 state on the Canada border region with the highest values.,New York,c,N
13555,6,Yes or no: the map depicts absolute values as opposed to percentages.,Yes,c,N
13555,32,Yes or no: Florida is an outlier compared to other states on the east coast.,Yes,c,N
13555,22,Yes or no: States bordering Lake Superior have higher values on average than states bordering Mexico.,No,c,N
13555,43,"Rank the states Illinois, Michigan, and Wisconsin in terms of the legend value in the Great Lakes region?",Wisconsin < Michigan < Illinois,c,Y
13396,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,c,N
13396,9,Does Alabama fall in range above 90?,Yes,c,N
13396,7,Is the legend discrete or continuous?,Continuous,c,N
13396,41,Are the legends evenly spaced?,Yes,c,N
13396,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
13396,12,What value range does Oklahoma fall in?,80-90,c,N
13396,40,Which pair of states belonging to the range >90 are the closest to each other?,"Mississippi, Alabama",c,N
13396,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,c,N
13396,37,Which state in with value >90 borders at least 2 states from range 80-90?,,c,Y
13396,3,What is the overall range of the legend (markings)?,30 - 90,c,N
12430,16,Which value range does Colorado fall in?,245-514,d,N
12430,35,How many states bordering Texas have a value similar to Nevada?,3,d,Y
12430,15,Which state to the west of Idaho has the highest value?,California,d,Y
12430,9,Does New York have a value above 865?,Yes,d,N
12430,36,Name the northern-most state in the range 40-243.,Alaska,d,N
12430,41,Are the legend ranges evenly sized?,No,d,N
12430,19,Yes or no: the value of the Colorado is similar to South Carolina.,Yes,d,N
12430,11,Which states in the west coast belong to range 245-514?,Oregon,d,N
12430,18,Yes or no: the value of Florida is similar to its neighbouring state Georgia.,No,d,N
12430,32,Yes or no: New York is an outlier compared to other states bordering Canada.,Yes,d,N
9685,9,Does New York fall in range above 8%?,Yes,d,N
9685,7,Is the legend discrete or continuous?,Discrete,d,N
9685,21,Yes or no: Wyoming has lesser value than North Carolina.,Yes,d,N
9685,33,Yes or no: Texas and Louisiana are a pair of bordering states with the highest difference in range.,Yes,d,Y
9685,17,Count the states with the values in range 5.0%-8.4% on the west caost.,2,d,N
9685,28,Which state along the Mexico border has the same value as Wyoming?,,d,N
9685,34,Yes or no: California is the Western-most state that has a lower value compared to all its neighbours.,No,d,Y
9685,39,Yes or no: all states bordering Kansas have values above 5%.,No,d,Y
9685,16,What value range does California fall in?,8.7-14.6%,d,N
9685,4,What value range does the darkest shade represent?,0.6-2.5%,d,N
9685,6,Yes or no: the map depicts percentages.,Yes,d,N
9447,2,Yes or no: in the legend the darkness is inversely proportional to the value.,No,d,N
9447,37,Which states have missing data?,,d,N
9447,7,Is the legend discrete or continuous?,Discrete,d,N
9447,16,What value range does state Nebraska fall in?,12610 - 28430,d,N
9447,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
9447,1,How many distinct categories does the legend contain?,4,d,N
9447,3,What is the overall range of the legend?,640-108850,d,N
9447,33,Yes or no: Ohio and West Virginia are a pair of bordering states with the highest difference in range values.,Yes,d,Y
9447,22,Yes or no: States bordering Montana have similar values on average as states bordering Maine,Yes,d,Y
9447,4,What value range does the darkest shade represent?,45770-108850,d,N
7444,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,d,N
7444,15,Which state bordering Lake Superior has the highest value?,Michigan,d,N
7444,7,Is the legend discrete or continuous?,Discrete,d,N
7444,41,Are the ranges in the legend equally sized?,No,d,N
7444,29,Which range has the highest number of states?,0-107,d,N
7444,26,Which states borering California have a value higher than Illinois?,,d,N
7444,12,What is the highest value range in the east coast region?,370-1035,d,N
7444,35,How many states bordering Mexico have a value higher than Washington?,1,d,N
7444,6,Yes or no: the map depicts absolute values as opposed to percentages.,Yes,d,N
7444,27,Which states bordering Florida have a value similar to Texas?,Georgia,d,Y
7432,19,Yes or no: the value of the state Maine is lower than Florida.,No,d,N
7432,7,Is the legend discrete or continuous?,Discrete,d,N
7432,16,What value range does state Texas fall in?,1-2.1%,d,N
7432,21,Yes or no: Oklahoma has the least value among the states bordering Texas.,No,d,Y
7432,20,Name the easternmost state that belongs to a higher value range compared to all its neighbours.,Oklahoma,d,Y
7432,31,Yes or no: a majority of states in the American south region belong to range 1-2.1%.,Yes,d,N
7432,16,What value range does Oregon fall in?,3.50%,d,N
7432,32,Yes or no: Oklahoma is an outlier compared to other inland states.,Yes,d,N
7432,36,Name the western most state in the range 1-2.1%.,California,d,N
215,19,Yes or no: the value of California is higher than New York,Yes,c,N
215,39,Yes or no: all states bordering the Great Lakes have values below 7M.,Yes,c,N
215,9,Does Texas fall in the range 6-7M?,Yes,c,N
215,40,Which pair of states belonging to the range 8-9M are the closest to each other?,,c,N
215,18,Yes or no: the value of the state Connecticut is lower than its neighbouring state New York.,Yes,c,N
215,9,Does California fall in range above 8M?,Yes,c,N
215,9,Does Texas fall in range above 5M?,Yes,c,N
215,9,Does state Florida come under the value 1-2M?,No,c,N
215,7,Is the legend discrete or continuous?,Continuous,c,N
215,43,"Rank the states Texas, Arizona, and California in terms of the legend value in the Mexico Border region?",Arizona < Texas < California,c,Y
7299,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,Yes,d,N
7299,15,Which state bordering the Great Lakes region has the lowest value?,Minnesota,d,N
7299,41,Are the legend categories evenly sized?,No,d,N
7299,19,Yes or no: the value of the Michigan is higher than Florida.,Yes,d,N
7299,7,Is the legend discrete or continuous?,Discrete,d,N
7299,5,Yes or no: the legend only has different shades of the same colour?,No,d,N
7299,13,Which state bordering Mexico belongs to the highest value range?,,d,N
7299,26,Which states bordering Canada have a value similar to South Carolina?,"Washington, Idaho, Minnesota, ",d,N
7299,34,Yes or no: Arizona is the western most state that has a similar value compared to all its neighbours.,No,d,Y
7299,39,Yes or no: all states in the west coast have values below 350.,Yes,d,N
6617,37,Which states have missing data?,,c,N
6617,9,Does Utah fall in range below 0.8?,Yes,c,N
6617,9,Does New York fall in range above 0.8?,Yes,c,N
6617,18,Yes or no: the value of Florida is similar to its neighbouring state Georgia.,Yes,c,N
6617,6,Yes or no: the map depicts percentages.,Yes,c,N
6617,42,Yes/No: Wyoming has a lower value than Maine and also have a higher value than Alaska.,Yes,c,N
6617,16,Between which two legend markings does Nebraska fall?,0.6-0.8,c,N
6617,29,Which range no between two legend markings has the highest number of states?,0.8-1,c,N
6617,7,Is the legend discrete or continuous?,Continuous,c,N
6617,32,Yes or no: Wyoming is an outlier compared to all other states,Yes,c,N
5327,18,Yes or no: the value of the state South Dakota is lower than its neighbouring state North Dakota.,No,d,N
5327,37,Which states have missing data?,"Nevada, Idaho",d,N
5327,9,Does state Iowa come under the value below 300?,No,d,N
5327,7,Is the legend discrete or continuous?,Discrete,d,N
5327,9,Does state Arkansas fall in range 379-469?,Yes,d,N
5327,1,How many distinct categories does the legend contain?,5,d,N
5327,4,What value range does the darkest shade represent?,276-373,d,N
5327,22,Yes or no: States bordering Georgia have higher values on average than states bordering Arizona.,Yes,d,Y
5327,3,What is the overall range of the legend?,276-835,d,N
5327,12,What is the least value range among the states bordering Lake Superior?,276-373,d,N
20781,15,Which state on the West Coast has the highest value?,Washington,d,N
20781,9,Does state Alaska come in the range 30.1 - 34.2?,No,d,N
20781,7,Is the legend discrete or continuous?,Discrete,d,N
20781,21,Yes or no: Rhode Island has the same value as Washington.,Yes,d,N
20781,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,d,N
20781,30,Does North Carolina have the same value as Florida in the east coast region.,Yes,d,N
20781,35,How many states bordering Canada have a value similar to Utah?,2,d,N
20781,36,Name the state west to New York in the range 20.2-22.9%.,"Alaska, South Dakota",d,N
16391,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,c,N
16391,37,Which states have missing data?,,c,N
16391,9,Does the state of Nebraska come under the value range 0.14 -0.16?,No,c,N
16391,7,Is the legend discrete or continuous?,Continuous,c,N
16391,16,What value range does state Idaho fall in?,> 0.22,c,N
16391,33,Yes or no: California and Oregon are the pair of bordering states along the west coast with the least difference.,Yes,c,Y
16391,35,How many states in the west coast have a value lower than Texas?,3,c,N
16391,21,Yes or no: New Jersey has the highest value in the east coast region.,No,c,N
16391,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,No,c,N
16391,18,Yes or no: the value of the state California is higher as its neighbouring state Oregon.,No,c,N
