map_id,template_no,question,ground_truth,c_or_d,relative_region
53_6D,27,Which states in region where river Ganga flows through have a value lower than Andhra Pradesh?,"Uttarakhand, Bihar, Jharkhand",d,N
53_6D,20,Name the easternmost state that belongs to a lower value range compared to all its neighbours.,Mizoram,d,Y
53_6D,36,Name the northernmost state in the range 517.03 - 1303.30.,Uttarakhand,d,N
55_6D,8,Which class has the largest range of values?,"4,593.2 - 8,726.0",d,N
55_6D,31,Yes or no: a majority of states bordering Karnataka have values lesser than 909.0.,No,d,Y
55_6D,17,"Count the states bordering West Bengal with the values in the range 909.0 - 2,395.4.",2,d,Y
55_6D,43,"Rank the states: Assam, Punjab and Himachal Pradesh in terms of the legend value.",Himachal Pradesh < Punjab < Assam,d,N
55_6D,16,Between which two legend markings does Nagaland fall in?,0.99 - 101.8,d,N
55_6D,15,List the states bordering Pakistan with the lowest value.,Jammu & Kashmir,d,N
55_6D,40,"Which pair of states in the south India belonging to the range 2,395.4 - 4,593.2 are the closest to each other?","Karnataka, Tamil Nadu",d,N
55_6D,22,Yes or no: States on the Pakistan border have higher values on average than states on the Bangladesh border.,Yes,d,N
55_6D,28,Which state in the east coast has the closest value to Uttar Pradesh?,Andhra Pradesh,d,N
55_6D,1,How many distinct categories does the legend contain?,6,d,N
56_3D,3,What is the overall range of the legend excluding missing values?,199.99 - 654600,d,N
56_3D,13,Which state has the highest value in the Satpura Range?,Maharashtra,d,N
56_3D,30,Does Sikkim have the most different value to West Bengal amongst the states bordering Bhutan?,Yes,d,N
56_3D,42,"Yes/No: Sikkim has a similar value than Goa, and also have a lower value than Mizoram.",No,d,N
56_3D,43,"Rank the states Uttar Pradesh, Uttarakhand and Chhattisgarh in terms of the legend value for states where river Ganga flows through.",Chhattisgarh < Uttarakhand < Uttar Pradesh,d,N
56_3D,12,What is the third highest value range in the eastern and northeastern states of India?,144466.67 - 654600.0,d,N
56_3D,36,Name the southernmost state in the range 8267 - 25600.,Goa,d,N
56_3D,35,How many states that border China have a value higher than Chhattisgarh?,1,d,N
56_3D,33,Yes or no: Uttar Pradesh and Uttarakhand are the pair of bordering states with the highest difference.,No,d,Y
56_3D,40,Which pair of states belonging to the range 8266.67 - 25600 are the closest to each other?,"Jammu & Kashmir, Himachal Pradesh",d,N
59_2D,18,Yes or no: the value of Himachal Pradesh is similar to its neighbouring state Punjab.,No,d,Y
59_2D,32,Yes or no: Delhi is an outlier compared to other states in the Hindi heartland.,Yes,d,N
59_2D,9,"Does Gujarat fall in the range 1,640.35 - 9,197.6?",No,d,N
59_2D,13,Which state has the highest value along the Pakistan border.,"Punjab, Rajasthan",d,N
59_2D,36,Name the eastern-most state in the range 0.59 - 8.25.,Arunachal Pradesh,d,N
59_2D,43,"Rank the states: Sikkim, Bihar and Jharkhand in terms of the legend value",Sikkim < Jharkhand < Bihar,d,N
59_2D,20,Name the southern most state that belongs to a higher value range compared to all its neighbours.,Odisha,d,Y
59_2D,42,Yes/No: Karnataka has a similar value as Assam and also a higher value than Meghalaya.,Yes,d,N
59_2D,11,Which states bordering Goa belong to the highest range?,,d,Y
59_2D,35,How many states bordering Gujarat have a value similar to Telangana?,0,d,Y
60_2D,12,What is the second highest value range in the states that has pilgrimages of Char Dham Yatra?,44.8 - 51.0,d,N
60_2D,16,What value range does Haryana fall in?,51.0 - 62.6,d,N
60_2D,7,Is the legend discrete or continuous?,Discrete,d,N
60_2D,38,Yes or no: the value of Meghalaya is above the median value amongst states in Himalayan region.,Yes,d,N
60_2D,30,Does Jharkhand have the most different value to Uttar Pradesh amongst the states where river Ganga flows through.,Yes,d,N
60_2D,1,How many distinct categories does the legend contain?,4,d,N
60_2D,20,Name the northernmost state that belongs to a lower value range compared to all its neighbours.,Punjab,d,Y
60_2D,32,Yes or no: Andhra Pradesh is an outlier compared to other states in Southern India.,Yes,d,N
60_2D,11,Which states along the coastline belong to range 44.8 - 51.0?,"Maharashtra, Karnataka, Odisha",d,N
60_2D,37,Which states in either eastern or northeastern India borders only states from range 51.0 - 62.6?,Sikkim,d,N
61_4D,13,Which states has the lowest value in the states bordering Bangladesh?,"Meghalaya, Mizoram",d,Y
61_4D,42,"Yes/No: Andhra Pradesh has a similar value to Punjab, and also have a lower value than Telangana.",Yes,d,N
61_4D,9,Does Sikkim fall in range 215942.33 - 3775224.67?,No,d,N
61_4D,19,Yes or no: the value of the Arunachal Pradesh is lower to Delhi.,No,d,N
61_4D,35,How many states in Satpura Range have a value lower than West Bengal?,1,d,N
61_4D,16,What value range does Jharkhand fall in?,215942.33 - 3775224.67,d,N
61_4D,37,"Which state in range 3,775,224.67 - 11,789,780.0 does not border any states from range 3,775,224.67 - 11,789,780.0?",West Bengal,d,N
61_4D,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
61_4D,7,Is the legend discrete or continuous?,Discrete,d,N
61_4D,39,Yes or no: all states that lie in Himalayan range have values in range 215942.33 - 3775224.67.,No,d,N
62_5D,27,Which states bordering China have a value higher than 8.8?,,d,N
62_5D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
62_5D,41,Are the legends evenly spaced?,No,d,N
62_5D,11,Which states in the east coast belong to range 7.0 - 8.8?,"Odisha, Tamil Nadu",d,N
62_5D,25,What is the median range of the states bordering Bay of Bengal?,7.0 - 7.85,d,Y
62_5D,26,Which states bordering Assam have a value in the range 3.59 - 4.75?,"Manipur, Mizoram, Nagaland",d,Y
62_5D,38,Yes or no: the value of Mizoram is above the median value amongst states bordering Nepal.,No,d,Y
62_5D,43,"Rank the states: Odisha, Goa and Tripura in terms of the legend value.",Tripura < Goa < Odisha,d,N
62_5D,36,Name the eastern most state in the range 5.8 - 6.65.,Arunachal Pradesh,d,N
62_5D,3,What is the overall range of the legend?,3.59 - 8.8,d,N
62_6C,34,Yes or no: Assam is the easternmost state that has a lower value compared to all its neighbours.,No,c,Y
62_6C,17,Count the states with the values in range 6 - 7 in the states bordering China.,2,c,N
62_6C,22,Yes or no: States of central India have similar values on average to states bordering either China or Pakistan.,No,c,N
62_6C,7,Is the legend continuous or discrete?,Continuous,c,N
62_6C,39,Yes or no: all states in Western Ghats have values in range 6 - 8.,Yes,c,N
62_6C,13,Which state has the second lowest value in the Satpura Range?,Gujarat,c,N
62_6C,31,Yes or no: a majority of states in Northeast India have values greater than 6.,No,c,N
62_6C,9,Does the value of Bihar fall in range 7 - 8?,No,c,N
62_6C,26,Which states bordering either Nepal or Bangladesh have a value lower than 6?,"Sikkim, Mizoram, Tripura",c,Y
62_6C,20,Name the easternmost state that has a higher value compared to all its neighbours.,Assam,c,Y
64_7C,7,Is the legend continuous or discrete?,Continuous,c,N
64_7C,34,Yes or no: Delhi is the northernmost state that has a similar value compared to all its neighbours.,No,c,Y
64_7C,17,Count the states with the values in range 10k and above in the west coast.,1,c,N
64_7C,36,Name the northernmost state with values in range 4000 - 6000.,Punjab,c,N
64_7C,20,Name the northernmost state that clearly has a lower value compared to all its neighbours.,Delhi,c,Y
64_7C,9,Does the value of Uttar Pradesh fall in range 6000-8000?,Yes,c,N
64_7C,19,Yes or no: the value of the Kerala is lower to Jharkhand.,No,c,N
64_7C,15,List the 3 states in the south India with the highest values.,"Andhra Pradesh, Tamil Nadu, Karnataka",c,N
64_7C,33,Yes or no: Uttarakhand and Uttar Pradesh are the pair of bordering states with the highest difference.,No,c,Y
64_7C,16,Between which two legend markings does Gujarat fall in?,6k - 8k,c,N
67_7D,15,List the states bordering Tamil Nadu with the lowest values.,Karnataka,d,Y
67_7D,20,Name the N-most state that has a similar value compared to all its neighbours.,Bihar,d,Y
67_7D,29,Which range has the second highest number of states?,33.0 - 56.0,d,N
67_7D,19,Yes or no: the value of the Goa is similar to Odisha.,Yes,d,N
67_7D,30,Does Meghalaya have the most different value than Nagaland amongst the states in northeast India.,Yes,d,N
67_7D,38,Yes or no: the value of Kerala is below the median value amongst states in which Godavari flows.,No,d,N
67_7D,35,How many states in the west coast have a value similar to Mizoram?,0,d,N
67_7D,37,Which state bordering Bangladesh borders has at least 2 states from range 33 - 56?,West Bengal,d,Y
67_7D,13,Which states has the highest value along the west coast?,"Goa, Kerala",d,N
67_7D,23,How many states above the Tropic of Cancer have a value similar to Telangana?,6,d,N
68_0C,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,c,N
68_0C,21,Yes or no: Assam has the lowest value in Northeast India.,No,c,N
68_0C,6,Yes or no: the map depicts percentages.,No,c,N
68_0C,35,How many states bordering Myanmar have a value similar to Goa?,4,c,Y
68_0C,16,Between which two legend markings does Delhi fall in?,2000 - 3000,c,N
68_0C,7,Is the legend continuous or discrete?,Continuous,c,N
68_0C,28,Which state in western India has the closest value to Arunachal Pradesh?,Goa,c,N
68_0C,22,Yes or no: States of western India have higher values on average than states of eastern India.,Yes,c,N
68_0C,24,Yes or no: the median state value in southern India lies between 4000 to 5000.,No,c,N
68_0C,11,Which states in the north India belong to range 8000 and above?,Uttar Pradesh,c,N
69_0D,32,Yes or no: Goa is an outlier compared to other states that share border with it.,Yes,d,N
69_0D,1,How many distinct categories does the legend contain?,7,d,N
69_0D,18,Yes or no: the value of the Madhya Pradesh is similar to its neighbouring state Rajasthan.,No,d,Y
69_0D,21,Yes or no: Odisha has the lowest value among regions where river Godavari flows through.,Yes,d,N
69_0D,41,Are the legends evenly spaced ?,No,d,N
69_0D,33,Yes or no: Telangana and Chattisgarh are the pair of bordering states with the highest difference.,No,d,Y
69_0D,8,Which class has the largest range of values?,2232589.00 - 8547610.00,d,N
69_0D,15,List the top 3 states with the highest values in the region that share international land border.,"Gujarat, Uttar Pradesh, West Bengal",d,N
69_0D,13,Which state has the second highest value in the eastern India?,Jharkhand,d,N
69_0D,22,Yes or no: States of southern India have higher values on average than states of northeast India.,Yes,d,N
72_4D,16,Between which two legend markings does Gujarat fall in?,"71,223.0 - 207,392.2",d,N
72_4D,6,Yes or no: the map depicts absolute values.,Yes,d,N
72_4D,21,Yes or no: Goa has the least value among the west coast states.,Yes,d,N
72_4D,24,"Yes or no: the median state range in South India is 71,223.0 - 207,392.2.",Yes,d,N
72_4D,12,What is the highest value range along the Bhutan border?,"207,392.2 - 399,416.0",d,N
72_4D,31,"Yes or no: a majority of states bordering Pakistan have values less greater than 6,324.8.",Yes,d,N
72_4D,35,How many states in the east coast have a value similar to Maharashtra?,2,d,N
72_4D,4,What value range does the darkest shade represent?,"207,392.2 - 399,416.0",d,N
72_4D,18,Yes or no: the value of Odisha is similar to its neighbouring state Andhra Pradesh.,No,d,Y
72_4D,19,Yes or no: the value of the state Nagaland is higher than Gujarat.,No,d,N
72_6C,10,Is the value of Kerala closer to Rajasthan or Tamil Nadu?,Tamil Nadu,c,N
72_6C,31,Yes or no: a majority of states along China border have values less than 100k.,Yes,c,N
72_6C,39,Yes or no: all states in the west coast have values in range 150k - 200k.,No,c,N
72_6C,11,Which states in the west coast belong to the range above 400k?,Maharashtra,c,N
72_6C,33,Yes or no: Jharkhand and Bihar are the pair of bordering states with the highest difference.,No,c,Y
72_6C,22,Yes or no: States in the west coast have higher values on average than states on the east coast.,Yes,c,N
72_6C,16,Between which two legend markings does Tripura fall in?,0 - 50k,c,N
72_6C,7,Is the legend continuous or discrete?,Continuous,c,N
72_6C,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,c,N
72_6C,19,Yes or no: the value of the Nagaland is similar to Meghalaya.,Yes,c,N
79_2D,19,Yes or no: the value of Tamil Nadu is lower than Himachal Pradesh.,No,d,N
79_2D,6,Yes or no: the map depicts absolute values.,Yes,d,N
79_2D,39,Yes or no: all states bordering Kerala have values in the highest range.,Yes,d,Y
79_2D,31,"Yes or no: a majority of states in the north east region belong to a range less than 2,797,017.6.",Yes,d,N
79_2D,27,Which states bordering Arabian Sea have a value similar to Uttar Pradesh?,"Gujarat, Maharashtra, Karnataka",d,Y
79_2D,12,What is the least value range in the west coast region?,"667,971.4 - 2,797,017.6",d,N
79_2D,43,"Rank the states: Meghalaya, Assam and Manipur in terms of the legend value in the north-east region.",Manipur < Meghalaya < Assam,d,N
79_2D,42,"Yes/No: West Bengal has a higher value than Punjab, and also have a similar value as Gujarat.",Yes,d,N
79_2D,18,Yes or no: the value of Telangana is lower than its neighbouring state Maharashtra.,Yes,d,Y
79_2D,7,Is the legend discrete or continuous?,Discrete,d,N
81_5D,17,Count the states with the values in 4.82 - 6.18 in the Bangladesh border region.,3,d,N
81_5D,19,Yes or no: the value of Telangana is similar to Haryana.,Yes,d,N
81_5D,37,Which states on the west coast does not border any state from range 3.54 - 4.82?,"Gujarat, Kerala",d,N
81_5D,20,Name the Northern most state that belongs to a lower value range compared to all its neighbours.,Rajasthan,d,Y
81_5D,3,What is the overall range of the legend?,-0.41 - 11.0,d,N
81_5D,21,Yes or no: Madhya Pradesh has the highest value among the states bordering Chhattisgarh.,Yes,d,Y
81_5D,6,Yes or no: the map depicts percentages.,Yes,d,N
81_5D,39,Yes or no: all states bordering Myanmar have values above 4.82.,No,d,Y
81_5D,5,Yes or no: the legend has different shades of the same colour?,No,d,N
81_5D,24,Yes or no: the median state range in South India is 6.18 - 7.52.,Yes,d,N
83_1D,41,Are there significant gaps between certain ranges?,Yes,d,N
83_1D,12,What is the highest value range along Myanmar border?,"106,684.99 - 939,852.33",d,N
83_1D,16,What value range does Goa fall in?,"106,684.99 - 939,852.33",d,N
83_1D,35,How many states in South India have a value similar to Haryana.,0,d,N
83_1D,42,"Yes/No: Kerala has a higher value than Madhya Pradesh, and also have a similar value as Uttar Pradesh.",Yes,d,N
83_1D,33,Yes or no: West Bengal and Assam are a pair of bordering states with the highest difference.,No,d,Y
83_1D,43,"Rank the states: Bihar, Rajasthan and Tripura in terms of the legend value.",Tripura < Bihar < Rajasthan,d,N
83_1D,39,Yes or no: all states bordering Goa have values above 900k.,Yes,d,Y
83_1D,4,What value range does the lightest shade represent?,"106,684.99 - 939,852.33",d,N
83_1D,30,Does Odisha have the same value as Tamil Nadu on the east coast.,No,d,N
85_0C,27,Which states north of Maharashtra have a value higher than Karnataka?,"Gujarat, Uttar Pradesh, West Bengal",c,N
85_0C,28,Which state in South India has the lowest difference in value to West Bengal?,Tamil Nadu,c,N
85_0C,30,Does Tamil Nadu have the highest difference in value to Madhya Pradesh amongst the states in South India?,Yes,c,N
85_0C,31,Yes or no: a majority of states in Eastern India have values greater than 10 lakh crore.,No,c,N
85_0C,32,Yes or no: Uttar Pradesh is an outlier compared to other states in North India.,Yes,c,N
85_0C,39,Yes or no: all states in Northeast India have values above 0.5 lakh crore.,No,c,N
85_0C,34,Yes or no: UP is the Southernmost state that has a higher value compared to all its neighbours.,No,c,Y
85_0C,35,How many states east of UP have a value higher than Andhra Pradesh?,1,c,N
85_0C,36,Name the Easternmost state with value in 20-25 lakh crore.,West Bengal,c,N
85_0C,38,Yes or no: the value of Kerala is above the median value amongst states in South India.,No,c,N
89_4D,20,Name the N-most state that has a different value range compared to all its neighbours.,Uttarakhand,d,Y
89_4D,28,Which states bordering Nepal has the closest value to Punjab?,"Bihar, Uttar Pradesh, West Bengal",d,Y
89_4D,41,Are there significant gaps between certain ranges?,Yes,d,N
89_4D,35,How many states in the west coast have a value similar to Assam?,1,d,N
89_4D,33,Yes or no: Jharkhand and Uttar Pradesh are a pair of bordering states with the highest difference.,No,d,Y
89_4D,8,Which class has the lowest range of values?,,d,N
89_4D,39,Yes or no: all states in the Himalayan region have values below 0.06.,No,d,N
89_4D,1,How many distinct categories does the legend contain?,5,d,N
89_4D,34,Yes or no: Kerala is the W-most state that has a similar value compared to all its neighbours.,Yes,d,Y
89_4D,18,Yes or no: the value of Madhya Pradesh is similar to its neighbouring state Rajasthan.,No,d,Y
90_0C,16,Between which two legend markings does Tamil Nadu fall in?,80 - 100,c,N
90_0C,17,Count the states south of Maharashtra with values less than 60.,2,c,N
90_0C,18,Yes or no: the value of the Gujarat is higher than Maharashtra.,No,c,N
90_0C,19,Yes or no: the value of Chattisgarh is lower than Haryana.,Yes,c,N
90_0C,20,Name the Southernmost state that has a lower value compared to all its neighbours.,Kerala,c,Y
90_0C,21,Yes or no: Tamil Nadu has the highest value in south India.,Yes,c,N
90_0C,22,Yes or no: States of south India have lower values on average than states of the Northeast.,No,c,N
90_0C,23,How many states in the Northeast have a value higher than 80?,0,c,N
90_0C,24,Yes or no: the median state value in the Hindi heartland lies between 60 and 80.,No,c,N
90_0C,26,Which states outside South India have a value higher than 60?,Maharashtra,c,N
90_8D,39,Yes or no: all states that either share border with Pakistan or China have values in range 33.83 - 68.2.,No,d,N
90_8D,18,Yes or no: the value of the Madhya Pradesh is similar to its neighbouring state Uttar Pradesh.,Yes,d,Y
90_8D,27,Which states that border Bangladesh have a value similar to Goa?,"Meghalaya, Tripura",d,N
90_8D,5,Yes or no: the legend has different shades of the same colour?,No,d,N
90_8D,17,Count the states with the values that have missing value in the south India.,1,d,N
90_8D,38,Yes or no: the value of Bihar is above the median value amongst states where river Ganga flows through.,No,d,N
90_8D,19,Yes or no: the value of the Mizoram is similar to Delhi.,No,d,N
90_8D,16,What value range does Chhattisgarh fall in?,33.83 - 68.2,d,N
90_8D,31,Yes or no: a majority of states in central India belong to greater than 33.83.,Yes,d,N
90_8D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
91_1C,22,Yes or no: States bordering Pakistan have similar values on average than states sharing border with Nepal.,No,c,N
91_1C,38,Yes or no: the value of Bihar is below the median value amongst states bordering Bhutan.,No,c,N
91_1C,35,How many states in Vindhya Range have a value higher than Kerala?,2,c,N
91_1C,34,Yes or no: Jammu & Kashmir is the northernmost state that has a higher value compared to all its neighbours.,Yes,c,Y
91_1C,9,Does the value of Tamil Nadu fall in 200 - 300?,No,c,N
91_1C,19,Yes or no: the value of the Uttar Pradesh is higher than Bihar.,Yes,c,N
91_1C,18,Yes or no: the value of the Chhattisgarh is lower than its neighbouring state Odisha.,No,c,Y
91_1C,32,Yes or no: West Bengal is an outlier compared to other states bordering Bangladesh.,Yes,c,Y
91_1C,30,Does Gujarat have the most different value to Maharashtra amongst the states in Satpura Range.,No,c,N
91_1C,10,Is the value of Maharashtra closer to 100 or 200?,200,c,N
92_2C,7,Is the legend continuous or discrete?,Continuous,c,N
92_2C,20,Name the northernmost state that has a higher value compared to all its neighbours.,Uttar Pradesh,c,Y
92_2C,38,Yes or no: the value of Himachal Pradesh is below the median value amongst states bordering Bangladesh.,No,c,Y
92_2C,18,Yes or no: the value of the West Bengal is higher than its neighbouring state Assam.,Yes,c,Y
92_2C,21,Yes or no: Kerala has the second highest value in southern India.,Yes,c,N
92_2C,42,"Yes/No: Odisha has a similar value as Bihar, and also has a lower value than Jharkhand",No,c,N
92_2C,10,Is the value of Andhra Pradesh closer to 600 or 800?,800,c,N
92_2C,27,Which states that share international land border have a value similar to Madhya Pradesh?,"Rajasthan, Punjab, Sikkim, Arunachal Pradesh, Nagaland, Manipur, Mizoram, Tripura, Meghalaya",c,N
92_2C,19,Yes or no: the value of the Jammu Kashmir is lower to Andhra Pradesh.,No,c,N
92_2C,18,Yes or no: the value of the Odisha is higher to its neighbouring state West Bengal.,Yes,c,Y
93_1C,33,Yes or no: Delhi and Uttar Pradesh are the pair of bordering states with the highest difference.,Yes,c,Y
93_1C,22,Yes or no: States of northeast India have higher values on average than states bordering Pakistan.,No,c,N
93_1C,9,Does the value of Bihar fall in range 0.3 - 0.4?,Yes,c,N
93_1C,26,Which states in central part of India have a value higher than 0.6?,Madhya Pradesh,c,N
93_1C,16,Between which two legend markings does Odisha fall in?,0.0 - 0.1,c,N
93_1C,3,What is the overall range of the legend?,0.0 - 0.7,c,N
93_1C,28,Which state on the east coast has the closest value to Punjab?,West Bengal,c,N
93_1C,24,Yes or no: the median state value in Satpura Range region excluding missing values lies between 0.4 and 0.5.,No,c,N
93_1C,17,Count the states with the values in range 0.6 - 0.7 in the Aravali Range.,0,c,N
93_1C,5,Yes or no: the legend only has different shades of the same colour.,No,c,N
94_2C,26,Which states in Vindhya Range have a value lower than 2M?,Chhattisgarh,c,N
94_2C,21,Yes or no: West Bengal has the second highest value in states bordering Nepal.,Yes,c,Y
94_2C,11,Which states in the east coast belong to range 3M and 5M?,"Tamil Nadu, Andhra Pradesh, West Bengal",c,N
94_2C,24,Yes or no: the median state value in regions where Godavari river flows lies between 2M and 3M.,No,c,N
94_2C,42,"Yes/No: Punjab has a similar value to Karnataka, and also have a higher value than Assam.",Yes,c,N
94_2C,10,Is the value of Odisha closer to 2M or 3M?,2M,c,N
94_2C,3,What is the overall range of the legend?,1M - 7M,c,N
94_2C,32,Yes or no: Assam is an outlier compared to other states in Northeast India.,Yes,c,N
94_2C,5,Yes or no: the legend has different shades of the same colour?,No,c,N
94_2C,30,Does Maharashtra have the most different value to Goa amongst the states along the coastline?,Yes,c,N
94_2D,29,Which range has the highest number of states?,"7,255.99 - 64,481.0; 191,100.0 - 873,831.0; 3,101,861.67 - 7,351,197.0",d,N
94_2D,38,Yes or no: the value of Sikkim is below the median value amongst states in region that share border with China.,Yes,d,N
94_2D,25,What is the median range of the states along west coast?,2340666.33 - 3101861.67,d,N
94_2D,7,Is the legend discrete or continuous?,Discrete,d,N
94_2D,31,Yes or no: a majority of states to west of Jharkhand belong to range 2340666 - 7351197.,Yes,d,N
94_2D,36,Name the easternmost state in the range 191100 - 873831.,Tripura,d,N
94_2D,43,"Rank the states Telangana, Nagaland and Madhya Pradesh in terms of the legend value in mainland India.",Nagaland < Telangana < Madhya Pradesh,d,N
94_2D,5,Yes or no: the legend has different shades of the same colour?,No,d,N
94_2D,3,What is the overall range of the legend?,7255.99 - 7351197,d,N
94_2D,38,Yes or no: the value of Haryana is below the median value amongst states that are considered as breadbasket of India.,Yes,d,N
96_9C,32,Yes or no: Maharashtra is an outlier compared to other states in the west coast region.,Yes,c,N
96_9C,2,Yes or no: in the legend the intensity is directly proportional to the value.,No,c,N
96_9C,16,Between which two legend markings does Arunachal Pradesh fall in?,0 - 20k,c,N
96_9C,33,Yes or no: Bihar and Jharkhand are the pair of bordering states with the highest difference.,No,c,Y
96_9C,19,Yes or no: the value of Rajasthan is similar to Madhya Pradesh.,Yes,c,N
96_9C,15,List the 2 states in the west coast region with similar values.,"Gujarat, Karnataka",c,N
96_9C,18,Yes or no: the value of Uttar Pradesh is higher than its neighbouring state Bihar.,Yes,c,Y
96_9C,27,Which states in the north east region have a value higher than Jharkhand?,Assam,c,N
96_9C,5,Yes or no: the legend has different shades of the same colour?,No,c,N
96_9C,6,Yes or no: the map depicts percentages.,No,c,N
97_5D,21,Yes or no: Gujarat has the highest value in states along Arabian Sea.,Yes,d,N
97_5D,37,Which states to west of Chhattisgarh does not border any states with missing values?,"Gujarat, Kerala, Rajasthan",d,N
97_5D,15,List the 2 states in the south India with the highest values.,"Tamil Nadu, Andhra Pradesh",d,N
97_5D,25,What is the median range of the states along Pakistan border excluding missing values?,551.0 - 667.0,d,N
97_5D,4,What value range does the darkest shade represent?,551.0 - 667.0,d,N
97_5D,26,Which states along the coast have a value higher than 323.00?,"Gujarat, Tamil Nadu, Andhra Pradesh, Odisha, West Bengal",d,N
97_5D,20,Name the easternmost state that belongs to a similar value range compared to all its neighbours.,Meghalaya,d,Y
97_5D,2,Yes or no: in the legend the colour darkness is inversely proportional to the value.,No,d,N
97_5D,22,Yes or no: States along west coast have lower values on average than states along east coast.,Yes,d,N
97_5D,16,What value range does Tripura fall in?,238.00 - 323.00,d,N
97_6D,4,What value range excluding missing values does the lightest shade represent?,649.0 - 674.0,d,N
97_6D,18,Yes or no: the value of the Rajasthan is higher to its neighbouring state Madhya Pradesh.,No,d,Y
97_6D,26,Which states that either border Pakistan or Arabian Sea have a value higher than 605?,"Punjab, Gujarat",d,N
97_6D,24,Yes or no: the median state range in southern India is 415.5 - 480.0.,Yes,d,N
97_6D,40,Which pair of states belonging to the range 548.5 - 605 are the closest to each other?,"Haryana, Odisha",d,N
97_6D,12,What is the second highest value range among the states along the coastline?,605 - 649,d,N
97_6D,29,Which range has the lowest number of states?,415.5 - 480.0; 480.0 - 548.5,d,N
97_6D,21,Yes or no: Odisha has the second highest value along the east coast.,Yes,d,N
97_6D,15,List the 5 states in the mainland India with the lowest values.,"Rajasthan, Madhya Pradesh, Maharashtra, Karnataka, Andhra Pradesh",d,N
97_6D,38,Yes or no: the value of Tamil Nadu is below the median value amongst states in east coast along Bay of Bengal.,No,d,N
97_8D,1,How many distinct categories does the legend contain?,7,d,N
97_8D,19,Yes or no: the value of Gujarat is similar to Madhya Pradesh.,No,d,N
97_8D,42,"Yes/No: Telangana has a higher value than Karnataka, and also a similar value as Rajasthan.",Yes,d,N
97_8D,39,Yes or no: all states in the northeast region have values in the highest range.,No,d,N
97_8D,40,Which pair of states belonging to the range 673.33 - 708.0 are the closest to each other?,Punjab and Haryana,d,N
97_8D,36,Name the southern most state in the range 611.0 - 673.33.,Tamil Nadu,d,N
97_8D,7,Is the legend discrete or continuous?,Discrete,d,N
97_8D,37,Which state along the Pakistan borders at least 2 states from range 673.33 - 708.0?,Rajasthan,d,N
97_8D,17,Count the states with the values in range 673.33 - 708.0 in the west coast region.,0,d,N
97_8D,22,Yes or no: States bordering Goa have similar values on average than states bordering Rajasthan.,No,d,Y
100_4C,17,Count the states with the values in range 400B-1000B in the west coast of India.,0,c,N
100_4C,34,Yes or no: Delhi is the northernmost state that has a lower value compared to all its neighbours.,Yes,c,Y
100_4C,18,Yes or no: the value of the Jharkhand is higher to its neighbouring state West Bengal.,No,c,Y
100_4C,5,Yes or no: the legend has multiple distinct colours?,No,c,N
100_4C,29,Yes or no: the map depicts absolute values as opposed to percentages.,Yes,c,N
100_4C,39,Yes or no: all states in Northeast India have values in range 200B-400B.,No,c,N
100_4C,32,Yes or no: Assam is an outlier compared to other states in Northeast India.,Yes,c,N
100_4C,10,Is the value of Tamil Nadu closer to 600B or 800B?,800B,c,N
100_4C,7,Is the legend continuous or discrete?,Continuous,c,N
100_4C,13,Which state has the second highest value in the Deccan Plateau region?,Tamil Nadu,c,N
101_2D,3,What is the overall range of the legend?,"53,540.99 - 15,700,269.0",d,N
101_2D,15,List the state in the north east region with the highest value.,Assam,d,N
101_2D,17,"Count the states with the values in range 760,462.0 - 3,029,052.33 among the states bordering Goa.",0,d,Y
101_2D,33,Yes or no: Sikkim and West Bengal are the pair of bordering states with the highest difference.,Yes,d,Y
101_2D,1,How many distinct categories does the legend contain?,4,d,N
101_2D,41,Are the legends evenly spaced?,No,d,N
101_2D,22,Yes or no: States bordering Pakistan have lower values on average than states bordering China.,Yes,d,N
101_2D,23,How many states on the west coast have a value lower than Haryana?,1,d,N
101_2D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
101_2D,13,Which state has the second highest value along the Bangladesh border?,Assam,d,N
102_1D,31,"Yes or no: all the states bordering Gujarat have values in the range 4,055.0 - 10,078.0.",Yes,d,Y
102_1D,42,"Yes/No: Himachal Pradesh has a similar value as Kerala, and also have a lower value than Uttar Pradesh.",Yes,d,N
102_1D,17,Count the states with the values in the range 258.99 - 616.0 in the north-east region.,6,d,N
102_1D,30,Does Gujarat have the same value as Kerala amongst the states bordering Arabian Sea?,No,d,Y
102_1D,28,Which state along the Nepal border has the closest value to Madhya Pradesh?,Uttar Pradesh,d,N
102_1D,21,Yes or no: Sikkim has the least value among the states bordering West Bengal.,Yes,d,Y
102_1D,13,Which state has the second highest value along the east coast?,"Tamil Nadu, West Bengal",d,N
102_1D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
102_1D,32,Yes or no: Kerala is an outlier compared to other states in South India.,No,d,N
102_1D,35,How many states in the west coast have a value similar to Meghalaya?,1,d,N
105_6C,3,What is the overall range of the legend?,0 - 70k,c,N
